"","Zip Code","Latitude","Longitude","Heat Consumption Average","Heat Average Charge"
"1",10303,40.6321739889548,-74.1627258610412,64493.6711074919,26576.1038110749
"2",10310,40.6350208473736,-74.1193227720994,455.743055555556,225.290138888889
"3",10314,40.6073542007152,-74.1188853077576,43768.5214851485,18158.5847854785
"4",10310,40.6358447808453,-74.1181628123977,32997.956155914,14362.6487634409
"5",10306,40.5873696369442,-74.1027524874419,41078.4273355263,16973.6888815789
"6",10301,40.6422703071106,-74.0967785687725,24025.7350809061,9999.78737864078
"7",10301,40.6461497517394,-74.0881176477535,46235.4624013158,19112.1558223684
"8",10304,40.6213879401081,-74.081717749693,42135.6311363636,17514.9825324675
"9",10305,40.5962066175682,-74.0799494320982,36586.4835880399,15223.7274750831
"10",10305,40.6128354098964,-74.0620460433574,9394.84195876289,3978.96360824742
"11",11231,40.6764517094744,-74.0093755049235,31885.5400330033,13298.6052475248
"12",11231,40.6752919825179,-74.0091275533546,26675.0601639344,11222.0068196721
"13",11231,40.6775363755571,-74.0066817912003,26604.2499342105,11044.3122039474
"14",11231,40.6747114158353,-74.0063942031473,29555.6849174917,12206.3531683168
"15",11231,40.6760171419314,-74.0057760703089,32476.4104276316,13495.4871052632
"16",11231,40.6746980919064,-74.0045111975023,52913.9510264901,21841.6393046358
"17",11231,40.6749804868424,-74.0027491262374,37666.4523778502,15624.5898697068
"18",10001,40.7488409794283,-74.001374926721,37503.4577966102,20872.029559322
"19",10001,40.7493335505688,-74.0009585908358,30672.7354455446,17611.8367986799
"20",11224,40.5736309673307,-74.0006564586205,15720.9141118421,6457.85884868421
"21",11224,40.5795580800376,-73.9997493411456,73933.7415614618,30448.0424916944
"22",11224,40.5763039808844,-73.9994383491817,20918.456043956,7132.63840659341
"23",10038,40.7102085672196,-73.9992303984501,97283.603006536,54773.5591830065
"24",10038,40.7091184573717,-73.9989073439295,48.6666666666667,105.14125
"25",11224,40.5737582844041,-73.9987912960106,48257.2192976589,19693.7843143813
"26",11224,40.5742670030034,-73.9978970439104,30792.6801104972,10357.9003867403
"27",10038,40.7097688618169,-73.9974968220857,48.304347826087,70.5913043478261
"28",10038,40.7094939176396,-73.9966105620092,45.4444444444444,97.3277777777778
"29",11224,40.5722666118023,-73.9964583823433,42843.1291147541,17750.4117377049
"30",11224,40.5751220797443,-73.9922620884163,32247.4075827815,13659.9580794702
"31",10002,40.7166652931605,-73.9921524543161,3517.83026845638,2016.53621923937
"32",10002,40.7121197638785,-73.992041207227,7212.78475836431,4657.4150929368
"33",10002,40.7113931993227,-73.9919106575344,10154.5392578125,6683.3503515625
"34",11224,40.5726195223048,-73.9913663458868,13672.0006578947,5834.90203947368
"35",10002,40.7123495796199,-73.9909676601165,13522.0486,7021.97646666667
"36",10002,40.7203727134307,-73.9909650092767,3535.06651612903,2161.949
"37",11224,40.5774222580208,-73.9907255276507,9272.18733443709,3814.18546357616
"38",10002,40.7220198073095,-73.9906125916641,1939.8731147541,1206.71242622951
"39",10002,40.7214784838315,-73.9903703557853,2376.3657980456,1491.23618892508
"40",11224,40.5748940090556,-73.9903005909394,48049.0436963696,19650.3557755776
"41",10002,40.7214318025448,-73.9901811372793,2657.29640522876,1653.69081699346
"42",10019,40.768749038079,-73.9901529798223,24708.920704698,14272.5243288591
"43",10002,40.7122679793017,-73.9901275130979,9796.85872053872,5798.19696969697
"44",10002,40.7115711582414,-73.9900175083358,10698.8282274247,6299.28695652174
"45",10002,40.7217077697583,-73.9895840687336,1973.79115646258,1267.87574829932
"46",10002,40.7220868918572,-73.9894009359527,6074.33790492958,3485.58367957746
"47",11217,40.6825752313194,-73.988778859027,117112.479540984,48094.7739344262
"48",10002,40.7118363639027,-73.9873501994944,94327.5438636364,57995.2197402597
"49",10009,40.7230806630557,-73.9870785853959,6889.88256684492,3955.93877005348
"50",11224,40.5750484041746,-73.9870665326058,11771.761980198,7581.92760726073
"51",10002,40.710931466787,-73.9862887392608,17245.9692281879,10334.2301342282
