"","Zip Code","Latitude","Longitude","Electric Consumption Average (KWH)","Electric Average Charge"
"122",11217,40.682167,-73.98840939,17214.8760330579,2289.08227272727
"123",10023,40.77387561,-73.98833042,14485.6387665198,2014.4118061674
"124",11217,40.68432441,-73.98825545,22073.8738738739,3062.45592342342
"125",10023,40.77323263,-73.98811015,9482.20264317181,1300.61162995595
"126",11217,40.68249479,-73.98805978,9030.6432748538,1271.42397660819
"127",10002,40.71175713,-73.98800757,34120.704845815,4676.33497797357
"128",11217,40.68300583,-73.98784362,39066.976744186,5489.43755813954
"129",11217,40.68413798,-73.98779398,22073.8738738739,3062.45592342342
"130",10023,40.77366003,-73.98778876,15571.8061674009,2219.00189427313
"131",11217,40.68352556,-73.9875291,37347.4418604651,5128.14261627907
"132",10002,40.71250058,-73.98743933,39795.5947136564,5490.54828193833
"133",10002,40.71183636,-73.9873502,49808.8105726872,6670.16735682819
"134",10023,40.77344703,-73.98729136,13753.2158590308,1914.4995814978
"135",10023,40.77275909,-73.98713314,9637.00440528634,1346.54110132159
"136",11217,40.68437884,-73.9871082,6467.76859504132,890.174297520661
"137",11217,40.68390046,-73.98710369,8973.95348837209,1238.27941860465
"138",10009,40.72308066,-73.98707859,74576.3779527559,10503.4291338583
"139",11224,40.5750484,-73.98706653,135505.590062112,18346.2170186335
"140",10023,40.77484233,-73.98687362,126725.984251969,17542.4554330709
"141",10023,40.77324667,-73.98677095,17707.1365638767,2464.83837004405
"142",10009,40.72406511,-73.98671415,1020,130.70842519685
"143",10023,40.77215796,-73.98670613,40183.8418079096,5571.71985875706
"144",10002,40.71257826,-73.98652291,37275.7709251101,5117.32911894273
"145",10002,40.71191728,-73.98642869,36844.0528634361,5069.78224669604
"146",10023,40.77386786,-73.98636827,25357.8854625551,3486.46502202643
"147",10002,40.71093147,-73.98628874,105632.727272727,15284.3690454545
"148",10009,40.72389473,-73.98628219,6259.88976377953,808.660236220472
"149",10023,40.77279313,-73.9862763,56600,7740.84925110132
"150",10009,40.72387379,-73.98623206,1117.22834645669,145.337795275591
"151",10009,40.72328031,-73.98593095,1007.29133858268,137.746023622047
"152",10009,40.7234932,-73.98582684,4697.00787401575,589.733543307087
"153",10023,40.77341469,-73.98581897,59525.9911894273,8219.59118942731
"154",10009,40.72369129,-73.9858041,920.640287769784,122.73928057554
"155",10002,40.71264455,-73.98577887,45293.3920704846,6140.83339207048
"156",10009,40.7236379,-73.98571246,1028.31496062992,130.026850393701
"157",10002,40.71200817,-73.98555649,37180.6167400881,5165.13039647577
"158",10002,40.71677128,-73.98521163,105874.015748031,14941.7704724409
"159",11217,40.68262587,-73.98445848,50159.6774193548,6601.03129032258
"160",11201,40.70089755,-73.98430702,38363.6363636364,5138.18363636364
"161",11223,40.59289119,-73.98413597,16438.3333333333,2235.47791666667
"162",11223,40.59191714,-73.98395714,15471,2082.845
"163",11223,40.59342244,-73.98377741,14806.6666666667,1992.53595833333
"164",11223,40.59244419,-73.98367177,15990,2129.252375
"165",11217,40.68301407,-73.98353379,56428.0241935484,7437.26673387097
"166",10002,40.7129601,-73.98351408,16296.8421052632,2330.32543859649
"167",10002,40.71231889,-73.98349523,22510.1754385965,3097.65798245614
"168",11201,40.7001651,-73.98344855,40072.7272727273,5398.01979338843
"169",10002,40.71987592,-73.98344567,7345.1968503937,930.811023622047
"170",11223,40.59148684,-73.98344503,15934.3333333333,2142.32670833333
"171",10002,40.71185755,-73.98335676,15853.6842105263,2211.00315789474
"172",10002,40.71299279,-73.98327714,23367.0175438596,3242.2226754386
"173",11201,40.70112858,-73.98317808,45279.3388429752,5940.23061983471
"174",10002,40.71213667,-73.98315386,22922.8070175439,3260.9500877193
"175",11223,40.59313473,-73.98306643,0,0
"176",11223,40.59190815,-73.9828384,0,0
"177",10002,40.71375899,-73.98272563,15421.4035087719,2175.90377192982
"178",10002,40.71305191,-73.98272463,32478.0701754386,4536.58315789474
"179",11201,40.69947513,-73.98264599,40523.9669421488,5462.72727272727
"180",11201,40.70001074,-73.98262899,39904.132231405,5395.8155785124
"181",10002,40.71216861,-73.98261499,24987.3684210526,3484.71960526316
"182",11201,40.70110472,-73.98257749,34295.867768595,4625.02041322314
"183",10002,40.71769409,-73.9824338,146705.511811024,20608.898503937
"184",10002,40.71307157,-73.98240842,16351.5789473684,2363.3648245614
"185",10002,40.7137834,-73.98237004,18777.5438596491,2618.41526315789
"186",10002,40.71242352,-73.98233443,17431.2280701754,2469.15956140351
"187",10002,40.71178059,-73.98225279,16275.7894736842,2336.12263157895
"188",11223,40.59324516,-73.98221412,18644,2501.51675
"189",11201,40.69464101,-73.98209185,12125.1282051282,1590.53
"190",11201,40.69407022,-73.98208958,15828.4651162791,2079.5923255814
"191",11201,40.69500547,-73.98205865,14251.1627906977,1819.37641860465
"192",11223,40.59261951,-73.98205675,0,0
"193",11223,40.59181566,-73.9820384,17555.1666666667,2323.32716666667
"194",11201,40.69862245,-73.98190792,40390.0826446281,5414.22524793388
"195",10002,40.71871285,-73.981897,137310.236220472,19613.3202362205
"196",10002,40.71311387,-73.9818714,20343.1578947368,2841.77153508772
"197",10002,40.71246986,-73.98179742,19505.6140350877,2739.42543859649
"198",10002,40.71181598,-73.98171069,17524.9122807018,2445.26350877193
"199",11223,40.59185358,-73.98168964,15673.640167364,2104.3209623431
"200",10002,40.713196,-73.98156857,22502.1052631579,3155.62881578947
"201",11201,40.70085479,-73.98147726,41664.4628099174,5606.52409090909
"202",10002,40.71225468,-73.98144761,25217.5438596491,3467.51793859649
"203",11201,40.6954867,-73.98142437,14018.0465116279,1810.59311627907
"204",11201,40.69404617,-73.98138339,14208.7441860465,1867.78618604651
"205",11201,40.69492613,-73.98114952,16127.2558139535,2094.43702325581
"206",11201,40.69945071,-73.98103443,36033.0578512397,4789.45504132231
"207",10002,40.71255186,-73.98101584,22213.3333333333,3077.17302631579
"208",11201,40.69567045,-73.98101385,47560,6139.01562790698
"209",10002,40.71324831,-73.98100464,18730.701754386,2645.45855263158
"210",11201,40.69993499,-73.98100163,35282.6446280992,4747.78950413223
"211",10009,40.72248433,-73.98097951,84294.4881889764,12122.0996850394
"212",10002,40.71202819,-73.98085998,19527.0175438596,2801.03776315789
"213",11201,40.69387795,-73.98065826,16664.1860465116,2193.78595348837
"214",11223,40.59264431,-73.98058374,17721.1715481172,2404.57121338912
"215",10002,40.7132919,-73.98058356,15750.0952380952,2199.65852380952
"216",11201,40.69530333,-73.98051461,13949.9534883721,1813.43762790698
"217",10002,40.71259082,-73.98050202,17241.0810810811,2457.33198198198
"218",11201,40.69451956,-73.98046901,15165.023255814,1990.06902325581
"219",10009,40.7230973,-73.98044884,2665.67092651757,364.651309904153
"220",11223,40.59171268,-73.98039905,16853.2217573222,2263.99280334728
"221",11223,40.59081966,-73.98023644,16798.6610878661,2272.41092050209
"222",10009,40.72319104,-73.98020574,5528.26771653543,862.553464566929
"223",11223,40.59314597,-73.98018564,22931.8828451883,2999.25175732218
"224",10002,40.71262285,-73.98015839,18581.7857142857,2570.0534375
"225",10002,40.71671263,-73.98011239,35373.6936936937,4917.96297297297
"226",11223,40.58984475,-73.98010023,14484.3514644351,1960.89644351464
"227",11223,40.59224748,-73.98004089,17462.4267782427,2355.36543933054
"228",11201,40.69404679,-73.97997747,15172.0930232558,1990.93023255814
"229",11205,40.69593834,-73.97984396,45900.9302325581,5961.77906976744
"230",11223,40.59129985,-73.97982391,17136.0669456067,2305.10707112971
"231",11205,40.69509739,-73.97980964,24127.6279069767,3140.34879069767
"232",10016,40.74120532,-73.9797471,92771.6535433071,12795.0750393701
"233",11223,40.59045371,-73.97969254,16178.410041841,2180.72447698745
"234",11223,40.59275099,-73.97962894,18401.6736401674,2491.79271966527
"235",11223,40.58988717,-73.97962755,15267.949790795,2067.16351464435
"236",11205,40.69451879,-73.97961211,25243.6018957346,3257.5836492891
"237",10002,40.71642946,-73.9794155,51696.2750716332,7180.57189111748
"238",11223,40.5918447,-73.97938768,16126.8619246862,2183.07765690377
"239",10016,40.74065816,-73.97937063,57487.874015748,7874.11102362205
"240",10002,40.71803512,-73.97932035,38979.7297297297,5364.19148648649
"241",10009,40.72370772,-73.97929546,3635.76424870466,487.837979274611
"242",11223,40.59094581,-73.97928312,18116.4853556485,2441.63334728033
"243",10002,40.7170774,-73.97921129,64365.3543307087,9541.32566929134
"244",11205,40.69592008,-73.97920156,53080.9302325581,6801.18088372093
"245",10009,40.72273425,-73.9791439,8683.44094488189,1091.66078740157
"246",11223,40.59249304,-73.97914348,18853.2217573222,2538.60343096234
"247",10009,40.72393106,-73.97913313,6354,918.78905511811
"248",11223,40.58998335,-73.97902584,16744.4351464435,2259.25548117155
"249",11205,40.6939626,-73.97893591,15882.4644549763,2050.23099526066
"250",10002,40.71870489,-73.97888258,37027.9279279279,5171.46225225225
"251",11205,40.6945187,-73.97885487,25695,3362.4546875
"252",11205,40.69518792,-73.97884024,32234.4827586207,4146.71113300493
"253",11223,40.5918346,-73.97877835,22733.7238493724,3045.85020920502
"254",11223,40.59036497,-73.97874101,17810.8786610879,2425.25430962343
"255",10002,40.71674093,-73.97872833,74762.2047244094,10405.0703149606
"256",11223,40.5910641,-73.97862441,15435.3138075314,2097.29694560669
"257",10002,40.71918946,-73.97861071,39990.6306306306,5556.65653153153
"258",11205,40.69561619,-73.97852183,24305.1162790698,3400.80004651163
"259",10002,40.71759508,-73.97847404,34982.8828828829,4815.49608108108
"260",10002,40.71610628,-73.97822076,37533.7837837838,5209.54563063063
"261",10009,40.72016272,-73.97820979,23562.1621621622,3241.98527027027
"262",10002,40.71707488,-73.97794364,36159.9545454545,4740.37570454545
"263",10002,40.71848409,-73.97784712,37187.8378378378,5187.33644144144
"264",10009,40.72216423,-73.97778952,7314.8031496063,872.763149606299
"265",10009,40.7205987,-73.9776608,35303.6036036036,4834.77328828829
"266",11205,40.69387271,-73.97758258,26249.0721649485,3531.47659793814
"267",10002,40.71618422,-73.97744619,42297.7477477477,5785.1072972973
"268",10009,40.72899199,-73.97742959,21975.4330708661,3359.54291338583
"269",10009,40.7210337,-73.97733984,34512.2935779817,4691.31894495413
"270",10002,40.7177577,-73.97731907,40819.8198198198,5668.18310810811
"271",10009,40.72828955,-73.97714281,17669.9212598425,2275.28472440945
"272",10002,40.71866273,-73.97712747,39285.1351351351,5441.67765765766
"273",10009,40.72145673,-73.97703946,37862.4124513619,4889.1126848249
"274",11205,40.69373036,-73.97702267,19338.2857142857,2633.47821428571
"275",10009,40.72420578,-73.97701595,6687.55905511811,806.946062992126
"276",10009,40.72202763,-73.9768659,23818.9189189189,3323.08234234234
"277",10009,40.72463432,-73.97667385,5104.77165354331,596.947559055118
"278",11205,40.69419,-73.97660904,24583.0927835052,3346.70721649485
"279",10002,40.71575244,-73.97657192,39507.2072072072,5486.47887387387
"280",10009,40.72048423,-73.97649538,36614.0540540541,5022.8463963964
"281",10009,40.72107473,-73.97648695,37706.3063063063,5139.38135135135
"282",10002,40.71943431,-73.97625698,33978.3783783784,4604.9995045045
"283",10009,40.72181062,-73.97616978,36418.018018018,4958.06
"284",10002,40.71664368,-73.97612781,39780.1801801802,5472.23315315315
"285",10009,40.72008646,-73.9759556,31407.486631016,4789.11550802139
"286",10002,40.7172879,-73.97582615,39565.3153153153,5478.47144144144
"287",10009,40.72155392,-73.97577562,32827.027027027,4526.47099099099
"288",11205,40.69497045,-73.97574492,18403.2989690722,2499.98927835052
"289",10009,40.72082568,-73.9757065,34361.4973262032,5148.37481283422
"290",11205,40.69582429,-73.97565392,50438.6597938144,6797.94025773196
"291",11205,40.69431495,-73.97560587,19380.618556701,2605.34706185567
"292",11205,40.69391809,-73.97547445,26120.2395209581,3408.13245508982
"293",10002,40.71926225,-73.97545252,27089.7297297297,3756.8754954955
"294",10002,40.71806832,-73.97543923,23855.4954954955,3292.06337837838
"295",10024,40.78597575,-73.97526258,12737.6377952756,1495.34488188976
"296",10009,40.71987004,-73.97521601,39310.3557312253,5049.18750988142
"297",10009,40.72058225,-73.97518436,35778.3783783784,4837.77445945946
"298",10009,40.72133667,-73.97509442,27455.8558558559,3778.05045045045
"299",11205,40.69394078,-73.97480098,14523.9751552795,2035.27369565217
"300",11205,40.6957962,-73.97478131,56184.5360824742,7596.45469072165
"301",11205,40.69488566,-73.97469238,15386.7873303167,1868.79226244344
"302",11205,40.69397426,-73.97409926,25565.3801169591,3435.71988304094
"303",11205,40.69499393,-73.97399049,21372.3711340206,2910.8837628866
"304",11205,40.69575407,-73.97390968,51304.6391752577,6966.17994845361
"305",11205,40.69443096,-73.9738725,18974.8453608247,2559.84036082474
"306",10024,40.78923527,-73.97363284,97955.905511811,13488.2746456693
"307",11205,40.69399903,-73.97342791,23459.793814433,3198.18835051546
"308",10025,40.79244614,-73.97211206,135918.11023622,18306.6392125984
"309",10024,40.7897874,-73.97029695,9708.01968503937,1162.99196850394
"310",11238,40.68299121,-73.97023566,118865.671641791,15592.7307960199
"311",10025,40.79140977,-73.96984947,33771.968503937,4731.00692913386
"312",10025,40.79193365,-73.9696893,44622.3622047244,6018.01039370079
"313",10025,40.79005184,-73.96909759,104885.039370079,14365.3191338583
"314",10024,40.78925471,-73.9690667,17645.3543307087,2299.96897637795
"315",10025,40.79994491,-73.96878141,29490.2362204724,4054.36535433071
"316",10025,40.7970218,-73.96852391,101496.062992126,13759.9241732283
"317",10024,40.78893218,-73.96831434,9420.37795275591,1355.38141732283
"318",10024,40.78826685,-73.96822199,14725.0393700787,2082.23535433071
"319",10024,40.78874004,-73.96786436,36041.5748031496,5024.18228346457
"320",10025,40.79826978,-73.96752335,94332.2834645669,12848.8939370079
"321",10025,40.79103506,-73.96744298,23362.8346456693,3294.00165354331
"322",10025,40.79810597,-73.96688588,26018.9595375723,3817.26167630058
"323",10025,40.79785536,-73.96647234,50941.3903743316,6541.48957219251
"324",10025,40.79680185,-73.96609202,51554.2307692308,6657.43663461538
"325",10025,40.79613311,-73.96597436,49417.5409836066,6009.25524590164
"326",11249,40.70484755,-73.96595468,129908.661417323,18640.391496063
"327",10025,40.79750241,-73.96559016,51987.5555555556,6569.34142222222
"328",10025,40.79819328,-73.96551609,47081.4973262032,5988.71973262032
"329",10025,40.79648895,-73.96539444,26165.291005291,3384.05888888889
"330",10025,40.79553916,-73.96494031,45574.6428571429,5799.871875
"331",10025,40.79765011,-73.96492999,78722.4669603524,9345.53281938326
"332",11249,40.70440722,-73.96475158,123329.133858268,17438.932519685
"333",10025,40.79606095,-73.96439566,19616,2766.45337777778
"334",10025,40.79533069,-73.96437912,34877.6888888889,4426.97506666667
"335",11249,40.70348364,-73.96416996,127974.803149606,18085.6947244094
"336",10025,40.79677556,-73.96388221,51444.6222222222,6515.79035555556
"337",10025,40.79716345,-73.96376987,62554.6666666667,7902.89195555556
"338",10025,40.79635013,-73.96330185,7820.71428571429,1037.43370535714
"339",10025,40.79675307,-73.96316099,7003.57142857143,897.760848214286
"340",10025,40.79710874,-73.96307756,34498.8444444444,4359.72942222222
"341",11205,40.69003596,-73.95994553,165496.062992126,21217.4174015748
"342",11205,40.69029691,-73.95899188,113870.866141732,14530.0194488189
"343",10027,40.81390804,-73.95888488,78829.0748898678,10640.1288986784
"344",11238,40.68949315,-73.95863123,132683.464566929,17290.6625984252
"345",10027,40.81454846,-73.95839826,69318.9427312775,9414.12837004405
"346",10027,40.8135353,-73.95802282,72150.2202643172,9836.82348017621
"347",11205,40.69027838,-73.95795265,167729.133858268,22419.4972440945
"348",10027,40.81407744,-73.95765057,72337.0044052863,9817.24110132159
"349",10021,40.76680067,-73.95729869,58362.2047244095,8793.11708661417
"350",10027,40.81317183,-73.95717133,89053.7444933921,11527.4173127753
"351",10027,40.81137375,-73.95713822,43447.577092511,5869.74343612335
"352",10027,40.81625536,-73.95681385,124949.606299213,16287.6723622047
"353",10027,40.81693158,-73.95667793,117867.716535433,15275.1080314961
"354",10027,40.81195531,-73.95667089,74801.7621145374,10223.5941409692
"355",10027,40.8125028,-73.95629679,65465.1982378855,8906.70859030837
"356",10026,40.80101288,-73.95543572,24177.9527559055,3428.94598425197
"357",10027,40.81145828,-73.9552413,77515.4185022027,10505.714185022
"358",10027,40.81701468,-73.95505837,136108.661417323,18196.5684251968
"359",10027,40.81622765,-73.95486946,114611.023622047,16120.574015748
"360",10027,40.81780576,-73.95485049,134044.094488189,18549.8196850394
"361",10027,40.81744909,-73.9539872,138696.062992126,19264.0497637795
"362",10026,40.8040454,-73.95296223,58286.6141732283,7579.91102362205
"363",11206,40.69854749,-73.95280205,17285.0632911392,2252.8429113924
"364",11206,40.69753891,-73.95243922,12645.4008438819,1681.22810126582
"365",11206,40.69796447,-73.95241497,21657.0464135021,2847.17902953587
"366",11206,40.69700189,-73.95227536,18818.3606557377,2527.61508196721
"367",11206,40.69588348,-73.95226788,15511.1111111111,2124.19699588477
"368",11206,40.69823249,-73.95218215,14725.4008438819,1947.73789029536
"369",10029,40.78927773,-73.95211923,33938.7234042553,4504.40944680851
"370",11206,40.69900024,-73.95196715,19474.7679324895,2533.67037974684
"371",11206,40.69630899,-73.95185347,18807.2131147541,2530.06049180328
"372",10029,40.79004277,-73.95177994,16604.9361702128,2182.29259574468
"373",11206,40.69578543,-73.95177957,21675.0617283951,2902.73251028807
"374",11206,40.69794757,-73.95161699,20170.4641350211,2653.20130801688
"375",10029,40.78902786,-73.95153003,36151,4802.55654166667
"376",11206,40.69674898,-73.9514202,20339.3442622951,2724.5862704918
"377",11206,40.69871381,-73.9513337,15877.9746835443,2069.72126582278
"378",11206,40.69830838,-73.95126614,6595.61181434599,836.136835443038
"379",10029,40.79060395,-73.95115672,38831.1111111111,5159.90316239316
"380",11206,40.69931385,-73.95107185,20228.1856540084,2637.78767932489
"381",11206,40.69645812,-73.95089349,14839.0163934426,1972.45540983607
"382",10029,40.78965926,-73.95086585,13844.0506329114,1820.52856540084
"383",10026,40.7994076,-73.95081817,37035.4185022026,5016.74176211454
"384",11206,40.69780922,-73.95076688,23458.0392156863,3072.08818627451
"385",11206,40.69840538,-73.9507605,16343.6286919831,2153.68084388186
"386",10029,40.78796659,-73.95066282,34736.5975103734,4639.89784232365
"387",11206,40.6970818,-73.95063492,20366.8852459016,2716.5731147541
"388",10029,40.79036109,-73.95058061,40842,5181.4965
"389",11206,40.69942479,-73.95057375,12995.1054852321,1704.58037974684
"390",10029,40.7910487,-73.95044451,39542.9535864979,5176.35970464135
"391",11206,40.69821523,-73.95043363,38880,5035.34111111111
"392",11206,40.69648725,-73.95032209,19765.5967078189,2650.61172839506
"393",11206,40.69884276,-73.95028735,25528.6274509804,3273.38132352941
"394",10029,40.7918599,-73.95023896,34779.2340425532,4623.45314893617
"395",11206,40.69723634,-73.95019944,21539.6721311475,2854.43663934426
"396",11206,40.69598169,-73.95018916,20905.3497942387,2833.59448559671
"397",11225,40.66223695,-73.9501176,235.992125984252,66.9747244094488
"398",10029,40.78751125,-73.95005418,33860.9128630705,4527.19149377593
"399",11206,40.69781454,-73.95000999,13283.7130801688,1759.1088185654
"400",10029,40.79256472,-73.9499767,13664.7457627119,1811.44504237288
"401",10026,40.80004134,-73.94993641,62214.0350877193,7809.31903508772
"402",11225,40.66224904,-73.94990669,241.181102362205,69.002125984252
"403",11206,40.69616847,-73.94975394,15099.5884773663,2033.35818930041
"404",10026,40.79920963,-73.94973896,41411.4537444934,5566.34061674009
