"","Zip Code","Latitude","Longitude","Electric Consumption Average (KWH)","Electric Average Charge"
"405",10026,40.80091177,-73.949723,41051.6299559471,5502.03947136564
"406",10029,40.79160853,-73.94964586,37444.085106383,4933.548
"407",10027,40.81159622,-73.94954929,35013.4426229508,4710.78717213115
"408",10029,40.78745574,-73.94945251,27916.6539923954,3765.10509505703
"409",10026,40.79896252,-73.94930119,42449.3392070485,5751.879030837
"410",10029,40.7931399,-73.94926328,37963.7288135593,5045.82911016949
"411",10027,40.81227025,-73.94904698,45462.2950819672,5969.59659836066
"412",10029,40.79215092,-73.94902604,13497.339055794,1780.64111587983
"413",10027,40.8112663,-73.94897564,30634.7540983607,4099.63737704918
"414",10026,40.80034021,-73.94891501,40367.2246696035,5457.43070484581
"415",10029,40.78698198,-73.9487899,45743.5684647303,6008.42443983403
"416",10029,40.79290871,-73.94871764,35830.5882352941,4725.86676470588
"417",10027,40.81276163,-73.94869176,29733.7704918033,3956.27614754098
"418",10027,40.81107231,-73.94849032,29148.5245901639,3942.05860655738
"419",10026,40.8001422,-73.94844092,41974.2731277533,5680.34123348018
"420",10026,40.79858405,-73.94828546,36326.3436123348,4875.28621145374
"421",10029,40.79177091,-73.94826554,121959.05511811,16172.8622834646
"422",10029,40.78606822,-73.94825207,28615.9292035398,3891.8985840708
"423",10026,40.79930473,-73.94823634,47846.6960352423,6405.82682819383
"424",10027,40.81346157,-73.94819139,29912.7572016461,4003.95251028807
"425",11101,40.7551116,-73.94818284,18707.4358974359,2382.8011965812
"426",10027,40.81181203,-73.94796182,65243.621399177,8733.23679012346
"427",10027,40.81087393,-73.94783239,35864.9180327869,4782.57590163934
"428",10029,40.798401,-73.94778454,99026.7716535433,13428.2516535433
"429",10029,40.79412934,-73.94773627,138902,18204.7166
"430",10027,40.81328376,-73.94754444,30419.4238683128,4077.4133744856
"431",10029,40.7857691,-73.94746635,28972.7433628319,3909.55969026549
"432",11101,40.7558442,-73.94744849,17515.0427350427,2238.57935897436
"433",10026,40.79972087,-73.94744265,28318.3050847458,4000.14025423729
"434",10027,40.81230186,-73.9473165,41450.5349794239,5522.10362139918
"435",10029,40.79948342,-73.94699622,88466.1417322835,12124.5621259843
"436",10029,40.79875492,-73.94697252,137360.62992126,17989.7083464567
"437",10029,40.79802487,-73.94695356,91445.6692913386,12381.8058267717
"438",10027,40.81299624,-73.94685221,28297.2839506173,3804.00917695473
"439",10029,40.7858206,-73.94683496,33414.1592920354,4499.80336283186
"440",10029,40.79536656,-73.94682829,111156.218905473,14618.196318408
"441",11101,40.7565605,-73.94676468,20903.7104072398,2735.32993966818
"442",10029,40.78780749,-73.94663965,33433.6283185841,4567.0467699115
"443",11206,40.70932754,-73.94655193,35393.75,3887.487734375
"444",11101,40.75438698,-73.94645713,21601.261829653,2733.81044164038
"445",11206,40.697465,-73.94642393,114869.35483871,14830.5251209677
"446",11206,40.71006289,-73.9463083,26776.875,2941.3229296875
"447",10027,40.81267531,-73.94630793,30959.1786447639,4184.37170431212
"448",10029,40.78843012,-73.9462474,32961.4159292035,4467.55982300885
"449",11206,40.70893852,-73.94621047,20245,2255.8218359375
"450",10029,40.79907286,-73.94620865,104368.503937008,14138.4313385827
"451",10029,40.78598159,-73.94619918,31559.2920353982,4325.06203539823
"452",10029,40.79775913,-73.94616544,141720.670391061,19528.6290782123
"453",10029,40.78917303,-73.94601375,31017.6991150442,4239.04433628319
"454",11101,40.75711125,-73.94596697,26060.1834862385,3430.11059633028
"455",10128,40.7809826,-73.94596281,121080.968858131,16357.4535640138
"456",11101,40.75503019,-73.94594486,25247.3504273504,3194.96384615385
"457",10029,40.79497609,-73.94591824,191803.95256917,25336.5219762846
"458",10029,40.7866748,-73.94589083,33998.9380530973,4643.49247787611
"459",10029,40.78813746,-73.94578353,35433.6283185841,4822.78787610619
"460",11206,40.71019606,-73.94564041,19269.53125,2153.27578125
"461",11206,40.70948472,-73.94558818,42296.875,4667.922265625
"462",11101,40.75629453,-73.94555446,24356.6972477064,3235.56857798165
"463",10029,40.78733981,-73.94553775,44364.0167364017,5962.20690376569
"464",11206,40.70916057,-73.94553381,20511.25,2310.35484375
"465",10029,40.7889362,-73.94546101,35038.9380530973,4783.21013274336
"466",10029,40.78970635,-73.94545502,32288.8495575221,4375.21247787611
"467",11206,40.69786613,-73.94532391,124200,16747.4588976378
"468",11101,40.75574266,-73.94521358,11868.4057971014,3217.44652173913
"469",11206,40.69639415,-73.94515596,156927.559055118,20351.1707874016
"470",11101,40.75404318,-73.94510726,25708.547008547,3278.26726495727
"471",10029,40.78788819,-73.94505343,34377.6991150442,4657.30783185841
"472",10128,40.78207771,-73.94487371,110692.913385827,15242.274488189
"473",10029,40.78944693,-73.94486246,30389.3805309735,4139.64504424779
"474",10128,40.78112465,-73.9448483,130214.876033058,17250.9524380165
"475",11101,40.75682041,-73.94481091,17714.9244712991,2337.28415407855
"476",11101,40.75364262,-73.94476452,19490.4761904762,2446.87857142857
"477",11206,40.71024445,-73.94473025,24136.25,2686.44703125
"478",11101,40.7563745,-73.94455146,23937.6211453745,3167.83466960352
"479",11101,40.75471608,-73.94447399,21906.3247863248,2760.19034188034
"480",10029,40.79681487,-73.94445367,43304.9541284404,5641.91013761468
"481",11101,40.75531383,-73.94417677,19682.5688073394,2596.23206422018
"482",11206,40.70323982,-73.94412369,155710.236220472,19440.0850393701
"483",11101,40.75418702,-73.94407131,25561.25,3211.3290625
"484",11206,40.69712388,-73.94407011,113969.230769231,15180.8119838057
"485",10029,40.79717651,-73.9440488,29597.4311926606,3848.20922018349
"486",11206,40.71032746,-73.94398478,20348.28125,2264.2746484375
"487",11101,40.75538171,-73.94378676,25267.8899082569,3353.20059633028
"488",10029,40.78715447,-73.94378189,22651.0236220472,4066.12614173228
"489",10029,40.79771209,-73.94363844,30383.119266055,4012.62394495413
"490",11101,40.7534028,-73.94362521,20166.3817663818,2579.38532763533
"491",11206,40.70430446,-73.94359992,141952.755905512,18472.6311811024
"492",11101,40.75488776,-73.94357888,21148.0176211454,2789.92555066079
"493",10029,40.79654208,-73.94347266,38746.4220183486,5029.93674311927
"494",10029,40.78965148,-73.94345703,109968.503937008,15086.2137007874
"495",11206,40.69662836,-73.94343356,22357.6963350785,2916.58518324607
"496",10030,40.8205267,-73.94331342,131338.582677165,17124.5322834646
"497",11101,40.75597627,-73.94329188,22955.4128440367,3054.17348623853
"498",10029,40.78738806,-73.94306722,92239.3700787402,12395.8314173228
"499",10032,40.83111968,-73.9430356,109738.582677165,14145.0169291339
"500",10029,40.79792411,-73.94302333,36234.128440367,4811.05550458716
"501",11206,40.71038081,-73.94299968,14268.8666666667,1573.81228205128
"502",10029,40.79731645,-73.94295812,39831.9266055046,5205.84435779817
"503",11101,40.75394863,-73.94292044,20264.7179487179,2573.17194017094
"504",11206,40.7097436,-73.94290946,20900,2321.027734375
"505",11101,40.7554225,-73.94289367,24263.4862385321,3199.18995412844
"506",10030,40.82118364,-73.94285023,140472.440944882,18005.2429133858
"507",11206,40.70903762,-73.94276595,1762.2934016656,843.033709160794
"508",11206,40.69778821,-73.94274873,29572.3214285714,3800.11475446429
"509",11206,40.6939689,-73.94273627,2679.37007874016,737.872440944882
"510",10029,40.78671877,-73.94270276,68472.4409448819,9413.41
"511",10029,40.79605807,-73.94253689,52923.3027522936,6510.74642201835
"512",11206,40.69672279,-73.94253393,8348.05194805195,845.514805194805
"513",11101,40.75463378,-73.94243883,22902.9074889868,3029.6349339207
"514",10030,40.82175506,-73.94239026,136321.25984252,17806.3832283465
"515",11206,40.71049442,-73.94227136,21771.25,2432.6526171875
"516",10029,40.79697403,-73.94224485,37509.9111900533,4993.75413854352
"517",11206,40.70980578,-73.94222675,33884.6875,3733.3840625
"518",11206,40.69478106,-73.94215779,3961.25984251969,458.776692913386
"519",10029,40.79570566,-73.94208301,42553.3944954128,5520.58555045872
"520",10032,40.83242585,-73.94208279,76113.3858267717,11198.4384251969
"521",11206,40.70914511,-73.94205341,26016.875,2837.3186328125
"522",10032,40.83330482,-73.94198771,36905.5118110236,4372.27488188976
"523",11206,40.70518421,-73.9419457,84852.5821596244,10532.8859624413
"524",11206,40.6982168,-73.94181653,56162.5,7256.81214285714
"525",10035,40.80540926,-73.94177406,10630.5511811024,1541.67480314961
"526",11101,40.75516705,-73.94175942,18216.2995594714,2425.66748898678
"527",11206,40.69736828,-73.94175681,25941.0714285714,3365.60241071429
"528",10029,40.79651768,-73.94153445,30084.4036697248,3985.13972477064
"529",11206,40.6965332,-73.94149069,28584.375,3643.70544642857
"530",11206,40.70986054,-73.94140528,42175,4613.982734375
"531",11206,40.7105474,-73.94135245,19078.125,2103.96015625
"532",10029,40.7955197,-73.94129856,21779.0825688073,2841.04417431193
"533",10029,40.78748711,-73.9411897,18145.1428571429,2468.16204081633
"534",11206,40.70918468,-73.94111398,20842.5,2321.574375
"535",11206,40.70576812,-73.94106071,142204.724409449,18543.7688188976
"536",11206,40.69490323,-73.94103442,1800.70866141732,227.27594488189
"537",11229,40.59806472,-73.94101297,17210.1754385965,2261.23763157895
"538",10030,40.81955097,-73.94096366,131659.842519685,17165.2049606299
"539",10030,40.81869908,-73.94094373,2108.12598425197,585.330551181102
"540",10030,40.81876426,-73.94088723,2100.61417322835,577.887716535433
"541",11229,40.59708692,-73.94082518,18778.9473684211,2425.92162280702
"542",10029,40.78683975,-73.94075541,30426.4489795918,4117.82191836735
"543",11206,40.71064429,-73.94062724,18815,2099.5775
"544",10030,40.82050437,-73.94059707,92004.7244094488,12084.8788976378
"545",11206,40.70995066,-73.94057231,33341.25,3668.247421875
"546",10029,40.78833827,-73.94056403,29358.7755102041,3818.55728571429
"547",11206,40.69694399,-73.94056035,52264.9681528662,6685.78
"548",10029,40.7960457,-73.94052332,34913.023255814,4532.36013953488
"549",11229,40.59754257,-73.9405201,18828.5462555066,2472.60418502203
"550",10029,40.78752692,-73.94052002,28974.693877551,3960.72024489796
"551",11229,40.59522649,-73.94051027,22775.0877192982,2938.1950877193
"552",11229,40.59571916,-73.94044189,18939.9118942731,2484.71255506608
"553",11206,40.70348744,-73.94041245,73222.0472440945,9534.25653543307
"554",11206,40.70930586,-73.94040532,18376.25,2182.5213671875
"555",10029,40.7878318,-73.94036126,31748.5714285714,4337.29183673469
"556",11206,40.69835122,-73.94035959,8604.09448818898,1456.6568503937
"557",10029,40.79683049,-73.9403494,42245.6692913386,5840.32165354331
"558",11229,40.59443042,-73.94032418,19654.0350877193,2591.39421052632
"559",11206,40.70420702,-73.9402353,111092.913385827,15429.272519685
"560",10030,40.81707697,-73.94022751,1810.06299212598,495.088976377953
"561",11206,40.70479541,-73.94020174,117676.84729064,15574.7749261084
"562",11206,40.70166082,-73.94011348,104036.220472441,13875.0466929134
"563",10030,40.81983977,-73.9400967,10018.8976377953,1270.85960629921
"564",10035,40.80099485,-73.94009136,13566.1850393701,1645.81637795276
"565",10030,40.81702545,-73.94007142,1943.29133858268,539.70874015748
"566",11222,40.71844037,-73.94003106,18080,2362.17523622047
"567",10029,40.79658228,-73.94001773,32663.1111111111,4227.5816
"568",11229,40.59483396,-73.94000181,18978.3259911894,2464.97083700441
"569",10030,40.81999223,-73.9399777,2786.74015748031,770.903700787402
"570",11211,40.71786237,-73.9399428,14157.4803149606,1859.55972440945
"571",10029,40.78905202,-73.93993539,103765.354330709,14687.3666141732
"572",11229,40.59655661,-73.93990041,21618.5964912281,2801.15447368421
"573",10030,40.82011743,-73.93989392,3483.49606299213,963.367559055118
"574",10029,40.79497858,-73.93979745,32403.5555555556,4252.11422222222
"575",11206,40.69592118,-73.93971482,150910.236220472,19869.3002362205
"576",11206,40.70353273,-73.93970983,68593.7007874016,9036.38874015748
"577",11222,40.71852632,-73.93968392,18657.3228346457,2423.79527559055
"578",10029,40.78630815,-73.93968205,30520.8163265306,4140.52612244898
"579",11206,40.69705013,-73.93965438,31778.5714285714,4129.44352678571
"580",11206,40.6931523,-73.93965123,72874.0157480315,10090.6983464567
"581",10035,40.80173208,-73.93964344,2400.73903262092,336.87928383952
"582",10030,40.82047256,-73.93963639,2713.74803149606,753.656141732283
"583",10029,40.78720033,-73.93961363,28361.6326530612,3850.37902040816
"584",10030,40.82023854,-73.93959247,3037.32283464567,356.252834645669
"585",10030,40.82055189,-73.93957066,2624.03149606299,727.178031496063
"586",10030,40.82064877,-73.93950397,2689.08661417323,387.109291338583
"587",11206,40.70241647,-73.93949628,143977.952755906,18652.0463779528
"588",11235,40.59428292,-73.93948636,19484.7577092511,2562.41416299559
"589",10029,40.79635766,-73.93948576,33225.6756756757,4308.17599099099
"590",10030,40.81937316,-73.93947044,1705.88976377953,468.460078740157
"591",10029,40.79552496,-73.93947007,19162.3111111111,2508.54182222222
"592",11206,40.69850514,-73.93946532,27250.8928571429,3513.57625
"593",10029,40.78821136,-73.93945112,33253.5510204082,4470.08493877551
"594",11211,40.71772037,-73.93937984,14337.0078740157,1912.40866141732
"595",10030,40.8201449,-73.93936007,2591.56818181818,716.079621212121
"596",10030,40.81930797,-73.93930666,2025.92125984252,564.62157480315
"597",11229,40.59767222,-73.93930232,16880.3524229075,2199.93035242291
"598",10030,40.82075488,-73.93924952,2156.59842519685,598.809448818898
"599",10030,40.82009587,-73.93923373,2493.63779527559,675.976771653543
"600",10030,40.81927764,-73.9392131,1672.72440944882,464.625590551181
"601",10030,40.81829364,-73.93919574,2383.79527559055,663.864803149606
"602",10029,40.78872426,-73.93916283,83686.6141732283,11130.1023622047
"603",10029,40.79465736,-73.93914547,34600.9174311927,4546.71366972477
"604",10030,40.81923465,-73.93912004,1959.87401574803,544.389133858268
"605",11211,40.71806165,-73.93907591,22231.4960629921,2914.11417322835
"606",10030,40.81999501,-73.93902057,2528.7874015748,699.938346456693
"607",11229,40.59828583,-73.939008,17996.4912280702,2356.06921052632
"608",10030,40.82065007,-73.93899987,2409.44881889764,666.597637795276
"609",11206,40.69761889,-73.93899229,29709.8214285714,3830.96138392857
"610",10029,40.79612843,-73.93897141,30669.3333333333,4027.02364444444
"611",10029,40.78799915,-73.93894598,18682.9387755102,2521.72616326531
"612",11229,40.59589066,-73.93892084,19083.5087719298,2505.71622807018
"613",10029,40.78759682,-73.93886417,21304.1632653061,2892.92620408163
"614",11229,40.59642602,-73.93879526,18842.4561403509,2458.68061403509
"615",11229,40.59496301,-73.9387908,18674.5374449339,2432.81030837004
"616",11229,40.59723826,-73.93878608,17201.4035087719,2264.85280701754
"617",10030,40.81989777,-73.93877917,2718.14173228346,755.79
"618",10030,40.82054772,-73.93875851,2392.58267716535,659.634488188976
"619",10039,40.83113293,-73.93873907,138759.471365639,18689.4152422908
"620",11206,40.70340672,-73.93873184,82031.4960629921,10606.131496063
"621",11213,40.67339011,-73.93868758,44617.3821989529,4408.50612565445
"622",11106,40.76091582,-73.93866147,19121.8032786885,2482.07918032787
"623",10039,40.82695528,-73.93864335,85896.062992126,11089.8100787402
"624",10030,40.81984112,-73.93864253,2710.91338582677,741.728031496063
"625",11213,40.67398192,-73.93863217,73482.3529411765,8085.38904411765
"626",10030,40.81901703,-73.93862011,2593.55905511811,719.053543307087
"627",11206,40.69684713,-73.93860987,31918.3035714286,4109.00558035714
"628",10029,40.79436381,-73.9385481,31364.4444444444,4069.70342222222
"629",10030,40.82044116,-73.93851366,2152.62992125984,590.388503937008
"630",11221,40.69319587,-73.93849385,65810.2362204724,8997.05818897638
"631",11203,40.66200622,-73.93847116,80592.125984252,10464.4560629921
"632",11229,40.5954568,-73.93846801,18957.1868131868,2460.14147252747
"633",11206,40.69831356,-73.93841923,25355.3571428571,3273.9559375
"634",10030,40.8197479,-73.93841367,2380.11023622047,662.365748031496
"635",11206,40.70186558,-73.93840495,101174.803149606,13594.6503937008
"636",10029,40.78839774,-73.9384013,102487.401574803,14489.5446456693
"637",10029,40.79588997,-73.93835765,40493.3111111111,4901.66955555556
"638",11222,40.71887572,-73.93832842,12915.905511811,1730.16748031496
"639",10030,40.82052667,-73.93831776,2353.74803149606,652.574960629921
"640",11203,40.65935349,-73.93830197,139.96062992126,39.6148818897638
"641",11229,40.59456808,-73.93828815,21678.59030837,2810.4404845815
"642",11211,40.71829164,-73.93827635,16224.8818897638,2146.07019685039
"643",10030,40.81969105,-73.93827294,2573.85826771654,715.183307086614
"644",11203,40.65935495,-73.93823363,176.141732283465,49.9089763779528
"645",11229,40.59833562,-73.93822791,19868.1081081081,2572.26855855856
"646",10039,40.82242913,-73.93820576,2507.03149606299,694.473779527559
"647",11206,40.70311382,-73.93817137,67527.5590551181,9212.66566929134
"648",10030,40.82044966,-73.93816544,2443.74803149606,669.452834645669
"649",11203,40.65936071,-73.93816519,200.267716535433,57.0548031496063
"650",11213,40.67509562,-73.93815086,64003.2520325203,6804.83512195122
"651",10037,40.81144309,-73.93812248,17986.4039408867,2266.71266009852
"652",10039,40.82253157,-73.93812088,2475.35433070866,675.672834645669
"653",11229,40.59761142,-73.93809618,23194.5299145299,3047.21433048433
"654",11203,40.65936503,-73.93809317,156.275590551181,44.6885039370079
"655",11106,40.7607017,-73.93807114,25072.7868852459,3254.53479508197
"656",10039,40.82262702,-73.93806421,2439.63779527559,675.552362204724
"657",11203,40.65936652,-73.93802241,182.685039370079,51.7811023622047
"658",11211,40.7177246,-73.9380156,30721.2598425197,4037.3324015748
"659",10030,40.82039101,-73.93799662,2406.75590551181,664.697401574803
"660",10029,40.79412848,-73.93799338,23203.3027522936,2994.42183486239
"661",11222,40.71895456,-73.93796992,14368.8188976378,1896.99011811024
"662",11203,40.65937235,-73.93794919,154.795275590551,44.1264566929134
"663",10039,40.826303,-73.93793111,9012.20338983051,1137.87521186441
"664",10039,40.83208177,-73.93789865,23484.7244094488,4371.72062992126
"665",11203,40.65937532,-73.93788149,183.736220472441,52.464094488189
"666",11106,40.76216988,-73.93782073,26044.9180327869,3349.06618852459
"667",10039,40.82271554,-73.93781169,2701.27559055118,539.868661417323
"668",11203,40.65937825,-73.93781064,155.531496062992,44.2516141732283
"669",10037,40.81104881,-73.93779151,39165.3201970443,4927.97724137931
"670",10037,40.81206802,-73.93774094,17798.0295566502,2245.74246305419
"671",11203,40.6593855,-73.93773937,239.637795275591,67.8697637795276
"672",11229,40.59560999,-73.93771854,18582.0183486239,2366.00160550459
"673",10037,40.81882808,-73.93769312,2449.9842519685,677.925433070866
"674",11213,40.67291518,-73.9376833,65914.9606299213,5076.57464566929
"675",11203,40.65938994,-73.93766346,267.562992125984,75.7796456692913
"676",10030,40.82023793,-73.93764482,2716.15748031496,749.052755905512
"677",10039,40.82997167,-73.93764118,123902.362204724,18549.3667716535
"678",10029,40.79553818,-73.93763004,35179.5555555556,4560.19213333333
"679",10037,40.81891742,-73.93762301,2991.54330708661,825.307952755905
"680",10037,40.81049703,-73.93759795,18158.2266009852,2287.18128078818
"681",11203,40.65939573,-73.93759659,222.645669291339,63.4982283464567
"682",11229,40.59488498,-73.93757604,18206.0829493088,2333.96506912442
"683",11206,40.7023014,-73.9375649,102083.464566929,13836.5775590551
"684",11213,40.67434717,-73.93754998,26201.094224924,5212.90018237082
"685",11211,40.71843742,-73.93753365,14649.1338582677,1935.77744094488
"686",11203,40.6593991,-73.93752895,1172.59842519685,328.035905511811
"687",11221,40.69329498,-73.93750493,108535.433070866,14092.5975590551
"688",11213,40.67501911,-73.9374939,74078.7401574803,5666.16992125984
"689",10030,40.82017244,-73.93748343,2229.44881889764,616.890551181102
"690",10039,40.83126813,-73.93747869,164442.290748899,21960.5960572687
"691",11229,40.59807002,-73.93745019,18920.7142857143,2419.27691964286
"692",10039,40.83318535,-73.93744555,41949.7520661157,5507.16516528926
"693",11106,40.76046073,-73.93739731,13533.606557377,1748.03131147541
"694",10029,40.79388546,-73.93737889,23211.5555555556,3013.5144
"695",11229,40.59657175,-73.93733416,21353.7899543379,2687.42392694064
"696",11221,40.69257263,-73.93733194,75067.7165354331,10157.4556692913
"697",10029,40.79433238,-73.93733175,19835.1111111111,2538.7268
"698",10030,40.82010205,-73.93731598,2478.04724409449,687.056377952756
"699",11211,40.71751565,-73.93730125,28197.7952755905,3761.0818503937
"700",11106,40.76193126,-73.93727301,12918.0327868852,1654.19844262295
"701",11102,40.77369419,-73.93724558,13299.8347107438,1636.50863636364
"702",10037,40.81124618,-73.93716663,0,36424.75
"703",10039,40.82651603,-73.9371401,11387.9661016949,1421.48421610169
"704",11102,40.77321567,-73.93712406,13893.0578512397,1713.01380165289
"705",11206,40.69414187,-73.9370758,58454.1732283465,8089.24338582677
"706",10029,40.7954302,-73.93704427,23027.2,2988.59706666667
"707",10029,40.79493462,-73.93700329,16922.0183486239,2193.05243119266
"708",10039,40.83346503,-73.93699708,27391.0743801653,3702.91685950413
"709",11106,40.7624237,-73.93698987,20453.9344262295,2634.99245901639
"710",11229,40.59606595,-73.93697016,18919.4618834081,2406.71295964126
"711",10039,40.83284414,-73.93694945,27515.3719008264,3716.31082644628
"712",11106,40.76024905,-73.93688822,31493.1147540984,4084.48077868852
"713",10039,40.82691492,-73.93685986,11815.9322033898,1482.20290254237
"714",11229,40.5985643,-73.9368351,20154.2081447964,2526.84081447964
"715",11213,40.67502317,-73.93682583,58214.1732283465,4474.95637795276
"716",10037,40.81030378,-73.93680887,35466.5024630542,4480.33472906404
"717",11102,40.77283376,-73.93680435,15680.8888888889,1973.315
"718",11235,40.59446692,-73.93677213,18994.798206278,2433.64094170404
"719",10037,40.81163771,-73.93668781,33601.5435139573,4170.29065681445
"720",10039,40.82578665,-73.93668201,7568.30508474576,970.411949152542
"721",10037,40.81076047,-73.93665042,17272.5123152709,2173.76413793103
"722",11106,40.76117096,-73.93664216,25761.6393442623,3331.67192622951
"723",10035,40.79724901,-73.93663521,67770.0787401575,8991.54354330709
"724",11213,40.67328499,-73.93660652,43266.5346534653,4411.29524752475
"725",10035,40.80687753,-73.93658158,134708.661417323,17786.5923622047
"726",11206,40.69351751,-73.93657285,51609.4488188976,6992.87897637795
"727",10029,40.79508817,-73.93655782,21379.7209302326,2812.8943255814
"728",11213,40.6738676,-73.93654601,41616.2376237624,4301.76143564356
"729",11102,40.77408872,-73.93650802,13374.8760330579,1672.67082644628
"730",10039,40.8338091,-73.93648938,30558.0165289256,4139.25144628099
"731",11106,40.76215732,-73.93641249,13325.4098360656,1724.18213114754
"732",10039,40.83259119,-73.93637913,30008.5950413223,4037.7397107438
"733",11106,40.76361429,-73.93632727,13945.2459016393,1790.4731557377
"734",11106,40.75993626,-73.93627223,12883.7704918033,1651.79147540984
"735",10039,40.82636344,-73.93618025,7717.96610169491,972.759533898305
"736",11102,40.77479282,-73.93616447,10668.2644628099,1371.76285123967
"737",11235,40.59497121,-73.9361585,20702.1800947867,2584.02246445498
"738",11102,40.77245189,-73.93612654,15089.3333333333,1887.64905555556
"739",10037,40.80999393,-73.9360626,35134.9753694581,4450.91931034483
"740",11229,40.59814323,-73.9360272,19356.3636363636,2456.98745454545
"741",10039,40.83302366,-73.93599337,54740.4958677686,7395.39037190083
"742",11102,40.77511901,-73.93598681,17297.6859504132,2189.24603305785
"743",10039,40.8341652,-73.93597845,29011.5702479339,3883.30128099174
"744",11106,40.76319201,-73.93596368,27673.4426229508,3595.67069672131
"745",10037,40.81102892,-73.93595515,18039.0147783251,2260.69536945813
"746",11106,40.76130834,-73.93593023,14057.7049180328,1805.39995901639
"747",11229,40.59618328,-73.93591203,0,545.268518518518
"748",10037,40.81156446,-73.93589824,34427.5862068966,4348.52073891626
"749",11229,40.59741839,-73.93589412,23264.4343891403,2917.30334841629
"750",11102,40.77286445,-73.93581695,13856.5289256198,1734.49301652893
"751",10039,40.83235021,-73.93578399,30587.2727272727,3903.63231818182
"752",11102,40.77396346,-73.93574067,19197.8512396694,2388.17045454545
"753",11106,40.7596292,-73.93561155,25179.8360655738,3252.13045081967
"754",11106,40.76069646,-73.93560955,32078.8524590164,4096.32549180328
"755",10037,40.81059423,-73.935609,36475.3694581281,4595.08679802956
"756",11229,40.59542531,-73.93551192,21277.8475336323,2720.71376681614
"757",11102,40.77325514,-73.93550234,16116.694214876,1977.41524793388
"758",10037,40.81136588,-73.93540454,37318.7192118227,4728.28339901478
"759",10039,40.82577837,-73.93539837,10301.8644067797,1298.00402542373
"760",11235,40.5947171,-73.93537661,20331.5837104072,2536.3207239819
"761",11206,40.69434746,-73.93516062,68875.5905511811,9540.41440944882
"762",10039,40.82510256,-73.93514392,13739.2372881356,1734.59474576271
"763",11221,40.69358168,-73.93512062,74177.9527559055,9831.14779527559
"764",11102,40.77444422,-73.93508899,21721.3223140496,2669.2867768595
"765",11102,40.77213515,-73.93504172,14872.0661157025,1836.47657024793
"766",11106,40.7593078,-73.93494697,12442.6229508197,1627.20229508197
"767",11102,40.77259714,-73.93487921,15774.3801652893,1938.37842975207
"768",11102,40.77304455,-73.93475018,16664.2975206612,2082.92698347107
"769",11221,40.69443311,-73.9345433,66054.8031496063,8725.58614173228
"770",11106,40.76063595,-73.93451266,16620.9836065574,2139.23413934426
"771",10035,40.8003968,-73.93446181,36732.7731092437,5071.54445378151
"772",11106,40.75905914,-73.93441749,23965.0819672131,3117.25209016393
"773",11102,40.77457798,-73.93432989,22931.5702479339,2752.51830578512
"774",11106,40.76220053,-73.93424448,32944.0983606557,4163.90385245902
"775",11106,40.75970633,-73.93422102,10881.9672131148,1406.4981147541
"776",11106,40.76112102,-73.9342017,26636.3934426229,3440.24639344262
"777",10035,40.80092965,-73.93407443,36411.0924369748,4993.29558823529
"778",11106,40.76044698,-73.93407335,12658.5245901639,1648.15856557377
"779",11102,40.7741095,-73.93396938,20749.7520661157,2569.72194214876
"780",11102,40.77341958,-73.93386513,20387.2727272727,2504.29190082645
"781",10035,40.80137019,-73.93382851,41442.0083682008,5663.60836820084
"782",10035,40.80010361,-73.93376905,37502.9288702929,5126.9990376569
"783",11106,40.76081645,-73.93357241,12841.9672131148,1667.14659836066
"784",11221,40.68753656,-73.93342851,58085.0393700787,7994.55535433071
"785",11106,40.76007879,-73.93331626,13160.9836065574,1695.6106557377
"786",11106,40.76219017,-73.93325968,13385.2459016393,1731.96385245902
"787",10035,40.80050872,-73.93321616,26225.5462184874,3599.70455882353
"788",10035,40.80108352,-73.93313801,36182.8571428571,4919.60390756303
"789",11102,40.77264587,-73.93309373,14541.4876033058,1798.15330578512
"790",10035,40.79981079,-73.9330807,41988.2845188285,5700.27129707113
"791",11102,40.77416574,-73.93307821,14510.0826446281,1806.93061983471
"792",11102,40.77311935,-73.93300954,17935.7024793388,2198.1773553719
"793",10035,40.80022074,-73.93287414,16206.8619246862,2193.28531380753
"794",11221,40.68891008,-73.93280413,84097.6377952756,10874.4968503937
"795",11106,40.76146815,-73.93279136,28533.1147540984,3687.24827868852
"796",11102,40.77344014,-73.9326756,13536.694214876,1679.72144628099
"797",10035,40.80079008,-73.93243504,37689.0376569038,5157.58656903766
"798",11102,40.77392832,-73.93243342,18888.9256198347,2348.04148760331
"799",10035,40.79942515,-73.93238355,61425.9414225941,7882.90037656904
"800",11106,40.7616186,-73.93205653,14112.7868852459,1822.08303278689
"801",10035,40.80006434,-73.93192077,40907.1129707113,5559.87288702929
"802",10035,40.79924248,-73.93167173,36492.050209205,4991.32732217573
"803",11221,40.6885096,-73.93149532,62008.8188976378,8191.3087007874
"804",10035,40.79976548,-73.93142301,37579.9163179916,5121.32108786611
"805",10035,40.79896812,-73.93097763,41420.1680672269,5642.64642857143
"806",11213,40.67136488,-73.93067349,3200.88188976378,459.425826771654
"807",10035,40.7979554,-73.93066858,38510.9243697479,5245.51336134454
"808",10035,40.79960067,-73.93065408,15363.3472803347,2076.87953974895
"809",11221,40.68819809,-73.93058824,14315.5905511811,1930.15771653543
"810",10035,40.79919271,-73.93050967,14165.0209205021,1922.38891213389
